Region,Year,Indicator Name,Indicator Value,Source,Indicator Group
Gambella,2010,General government expenditure on health (GGHE) as a share o,13.2,NHA,HSTP II indicator
Gambella,2011,General government expenditure on health (GGHE) as a share o,13.2,NHA,HSTP II indicator
Gambella,2013,General government expenditure on health (GGHE) as a share o,10.5,NHA,HSTP II indicator
Gambella,2014,General government expenditure on health (GGHE) as a share o,10.5,NHA,HSTP II indicator
Gambella,2017,General government expenditure on health (GGHE) as a share o,10.3,NHA,HSTP II indicator
Gambella,1995,Total health expenditure per-capita (USD) ,6.76,NHA,HSTP II indicator
Gambella,1996,Total health expenditure per-capita (USD) ,6.76,NHA,HSTP II indicator
Gambella,1999,Total health expenditure per-capita (USD) ,8.72,NHA,HSTP II indicator
Gambella,2000,Total health expenditure per-capita (USD) ,8.72,NHA,HSTP II indicator
Gambella,2004,Total health expenditure per-capita (USD) ,23.19,NHA,HSTP II indicator
Gambella,2005,Total health expenditure per-capita (USD) ,23.19,NHA,HSTP II indicator
Gambella,2007,Total health expenditure per-capita (USD) ,34.77,NHA,HSTP II indicator
Gambella,2008,Total health expenditure per-capita (USD) ,34.77,NHA,HSTP II indicator
Gambella,2010,Total health expenditure per-capita (USD) ,38.63,NHA,HSTP II indicator
Gambella,2011,Total health expenditure per-capita (USD) ,38.63,NHA,HSTP II indicator
Gambella,2013,Total health expenditure per-capita (USD) ,55.63,NHA,HSTP II indicator
Gambella,2014,Total health expenditure per-capita (USD) ,55.63,NHA,HSTP II indicator
Gambella,2016,Total health expenditure per-capita (USD) ,64.59,NHA,HSTP II indicator
Gambella,2017,Total health expenditure per-capita (USD) ,64.59,NHA,HSTP II indicator
Harari,1995,Out of Pocket Expenditure as a share of total health expendi,50.4,NHA,HSTP II indicator
Harari,1996,Out of Pocket Expenditure as a share of total health expendi,50.4,NHA,HSTP II indicator
Harari,1999,Out of Pocket Expenditure as a share of total health expendi,34.5,NHA,HSTP II indicator
Harari,2000,Out of Pocket Expenditure as a share of total health expendi,34.5,NHA,HSTP II indicator
Harari,2004,Out of Pocket Expenditure as a share of total health expendi,29.7,NHA,HSTP II indicator
Harari,2005,Out of Pocket Expenditure as a share of total health expendi,29.7,NHA,HSTP II indicator
Harari,2007,Out of Pocket Expenditure as a share of total health expendi,35.5,NHA,HSTP II indicator
Harari,2008,Out of Pocket Expenditure as a share of total health expendi,35.5,NHA,HSTP II indicator
Harari,2010,Out of Pocket Expenditure as a share of total health expendi,32.5,NHA,HSTP II indicator
Harari,2011,Out of Pocket Expenditure as a share of total health expendi,32.5,NHA,HSTP II indicator
Harari,2013,Out of Pocket Expenditure as a share of total health expendi,31.6,NHA,HSTP II indicator
Harari,2014,Out of Pocket Expenditure as a share of total health expendi,31.6,NHA,HSTP II indicator
Harari,2016,Out of Pocket Expenditure as a share of total health expendi,29.3,NHA,HSTP II indicator
Harari,2017,Out of Pocket Expenditure as a share of total health expendi,29.3,NHA,HSTP II indicator
Harari,1995,General government expenditure on health (GGHE) as a share o,4.6,NHA,HSTP II indicator
Harari,1996,General government expenditure on health (GGHE) as a share o,4.6,NHA,HSTP II indicator
Harari,1999,General government expenditure on health (GGHE) as a share o,4.9,NHA,HSTP II indicator
Harari,2000,General government expenditure on health (GGHE) as a share o,4.9,NHA,HSTP II indicator
Harari,2004,General government expenditure on health (GGHE) as a share o,4.2,NHA,HSTP II indicator
Harari,2005,General government expenditure on health (GGHE) as a share o,4.2,NHA,HSTP II indicator
Harari,2007,General government expenditure on health (GGHE) as a share o,4.2,NHA,HSTP II indicator
Harari,2008,General government expenditure on health (GGHE) as a share o,4.2,NHA,HSTP II indicator
Harari,2010,General government expenditure on health (GGHE) as a share o,9.6,NHA,HSTP II indicator
Harari,2011,General government expenditure on health (GGHE) as a share o,9.6,NHA,HSTP II indicator
Harari,2013,General government expenditure on health (GGHE) as a share o,5.7,NHA,HSTP II indicator
Harari,2014,General government expenditure on health (GGHE) as a share o,5.7,NHA,HSTP II indicator
Harari,2017,General government expenditure on health (GGHE) as a share o,6.2,NHA,HSTP II indicator
Harari,1995,Total health expenditure per-capita (USD) ,14.21,NHA,HSTP II indicator
Harari,1996,Total health expenditure per-capita (USD) ,14.21,NHA,HSTP II indicator
Harari,1999,Total health expenditure per-capita (USD) ,18.32,NHA,HSTP II indicator
Harari,2000,Total health expenditure per-capita (USD) ,18.32,NHA,HSTP II indicator
Harari,2004,Total health expenditure per-capita (USD) ,16.68,NHA,HSTP II indicator
Harari,2005,Total health expenditure per-capita (USD) ,16.68,NHA,HSTP II indicator
Harari,2007,Total health expenditure per-capita (USD) ,26.7,NHA,HSTP II indicator
Harari,2008,Total health expenditure per-capita (USD) ,26.7,NHA,HSTP II indicator
Harari,2010,Total health expenditure per-capita (USD) ,36.97,NHA,HSTP II indicator
Harari,2011,Total health expenditure per-capita (USD) ,36.97,NHA,HSTP II indicator
Harari,2013,Total health expenditure per-capita (USD) ,55.71,NHA,HSTP II indicator
Harari,2014,Total health expenditure per-capita (USD) ,55.71,NHA,HSTP II indicator
Harari,2016,Total health expenditure per-capita (USD) ,66.93,NHA,HSTP II indicator
Harari,2017,Total health expenditure per-capita (USD) ,66.93,NHA,HSTP II indicator
Dire Dawa,1995,Out of Pocket Expenditure as a share of total health expendi,81.8,NHA,HSTP II indicator
Dire Dawa,1996,Out of Pocket Expenditure as a share of total health expendi,81.8,NHA,HSTP II indicator
Dire Dawa,1999,Out of Pocket Expenditure as a share of total health expendi,55.9,NHA,HSTP II indicator
Dire Dawa,2000,Out of Pocket Expenditure as a share of total health expendi,55.9,NHA,HSTP II indicator
Dire Dawa,2004,Out of Pocket Expenditure as a share of total health expendi,48.1,NHA,HSTP II indicator
Dire Dawa,2005,Out of Pocket Expenditure as a share of total health expendi,48.1,NHA,HSTP II indicator
Dire Dawa,2007,Out of Pocket Expenditure as a share of total health expendi,57.6,NHA,HSTP II indicator
Dire Dawa,2008,Out of Pocket Expenditure as a share of total health expendi,57.6,NHA,HSTP II indicator
Dire Dawa,2010,Out of Pocket Expenditure as a share of total health expendi,52.8,NHA,HSTP II indicator
Dire Dawa,2011,Out of Pocket Expenditure as a share of total health expendi,52.8,NHA,HSTP II indicator
Dire Dawa,2013,Out of Pocket Expenditure as a share of total health expendi,51.2,NHA,HSTP II indicator
Dire Dawa,2014,Out of Pocket Expenditure as a share of total health expendi,51.2,NHA,HSTP II indicator
Dire Dawa,2016,Out of Pocket Expenditure as a share of total health expendi,47.6,NHA,HSTP II indicator
Dire Dawa,2017,Out of Pocket Expenditure as a share of total health expendi,47.6,NHA,HSTP II indicator
Dire Dawa,1995,General government expenditure on health (GGHE) as a share o,3.7,NHA,HSTP II indicator
Dire Dawa,1996,General government expenditure on health (GGHE) as a share o,3.7,NHA,HSTP II indicator
Dire Dawa,1999,General government expenditure on health (GGHE) as a share o,4,NHA,HSTP II indicator
Dire Dawa,2000,General government expenditure on health (GGHE) as a share o,4,NHA,HSTP II indicator
Dire Dawa,2004,General government expenditure on health (GGHE) as a share o,3.4,NHA,HSTP II indicator
Dire Dawa,2005,General government expenditure on health (GGHE) as a share o,3.4,NHA,HSTP II indicator
Dire Dawa,2007,General government expenditure on health (GGHE) as a share o,3.4,NHA,HSTP II indicator
Dire Dawa,2008,General government expenditure on health (GGHE) as a share o,3.4,NHA,HSTP II indicator
Dire Dawa,2010,General government expenditure on health (GGHE) as a share o,4.4,NHA,HSTP II indicator
Dire Dawa,2011,General government expenditure on health (GGHE) as a share o,4.4,NHA,HSTP II indicator
Dire Dawa,2013,General government expenditure on health (GGHE) as a share o,5.7,NHA,HSTP II indicator
Dire Dawa,2014,General government expenditure on health (GGHE) as a share o,5.7,NHA,HSTP II indicator
Dire Dawa,2017,General government expenditure on health (GGHE) as a share o,5.3,NHA,HSTP II indicator
Dire Dawa,1995,Total health expenditure per-capita (USD) ,5.92,NHA,HSTP II indicator
Dire Dawa,1996,Total health expenditure per-capita (USD) ,5.92,NHA,HSTP II indicator
Dire Dawa,1999,Total health expenditure per-capita (USD) ,7.63,NHA,HSTP II indicator
Dire Dawa,2000,Total health expenditure per-capita (USD) ,7.63,NHA,HSTP II indicator
Dire Dawa,2004,Total health expenditure per-capita (USD) ,14.2,NHA,HSTP II indicator
Dire Dawa,2005,Total health expenditure per-capita (USD) ,14.2,NHA,HSTP II indicator
Dire Dawa,2007,Total health expenditure per-capita (USD) ,41.54,NHA,HSTP II indicator
Dire Dawa,2008,Total health expenditure per-capita (USD) ,41.54,NHA,HSTP II indicator
Dire Dawa,2010,Total health expenditure per-capita (USD) ,51.04,NHA,HSTP II indicator
Dire Dawa,2011,Total health expenditure per-capita (USD) ,51.04,NHA,HSTP II indicator
Dire Dawa,2013,Total health expenditure per-capita (USD) ,72.53,NHA,HSTP II indicator
Dire Dawa,2014,Total health expenditure per-capita (USD) ,72.53,NHA,HSTP II indicator
Dire Dawa,2016,Total health expenditure per-capita (USD) ,83.38,NHA,HSTP II indicator
Dire Dawa,2017,Total health expenditure per-capita (USD) ,83.38,NHA,HSTP II indicator
Addis Ababa,1995,Out of Pocket Expenditure as a share of total health expendi,35.4,NHA,HSTP II indicator
Addis Ababa,1996,Out of Pocket Expenditure as a share of total health expendi,35.4,NHA,HSTP II indicator
Addis Ababa,1999,Out of Pocket Expenditure as a share of total health expendi,24.2,NHA,HSTP II indicator
Addis Ababa,2000,Out of Pocket Expenditure as a share of total health expendi,24.2,NHA,HSTP II indicator
Addis Ababa,2004,Out of Pocket Expenditure as a share of total health expendi,20.9,NHA,HSTP II indicator
Addis Ababa,2005,Out of Pocket Expenditure as a share of total health expendi,20.9,NHA,HSTP II indicator
Addis Ababa,2007,Out of Pocket Expenditure as a share of total health expendi,25,NHA,HSTP II indicator
Addis Ababa,2008,Out of Pocket Expenditure as a share of total health expendi,25,NHA,HSTP II indicator
Addis Ababa,2010,Out of Pocket Expenditure as a share of total health expendi,22.9,NHA,HSTP II indicator
Addis Ababa,2011,Out of Pocket Expenditure as a share of total health expendi,22.9,NHA,HSTP II indicator
Addis Ababa,2013,Out of Pocket Expenditure as a share of total health expendi,22.2,NHA,HSTP II indicator
Addis Ababa,2014,Out of Pocket Expenditure as a share of total health expendi,22.2,NHA,HSTP II indicator
Addis Ababa,2016,Out of Pocket Expenditure as a share of total health expendi,20.6,NHA,HSTP II indicator
Addis Ababa,2017,Out of Pocket Expenditure as a share of total health expendi,20.6,NHA,HSTP II indicator
Addis Ababa,1995,General government expenditure on health (GGHE) as a share o,7.7,NHA,HSTP II indicator
Addis Ababa,1996,General government expenditure on health (GGHE) as a share o,7.7,NHA,HSTP II indicator
Addis Ababa,1999,General government expenditure on health (GGHE) as a share o,8.3,NHA,HSTP II indicator
Addis Ababa,2000,General government expenditure on health (GGHE) as a share o,8.3,NHA,HSTP II indicator
Addis Ababa,2004,General government expenditure on health (GGHE) as a share o,7.1,NHA,HSTP II indicator
Addis Ababa,2005,General government expenditure on health (GGHE) as a share o,7.1,NHA,HSTP II indicator
Addis Ababa,2007,General government expenditure on health (GGHE) as a share o,7.1,NHA,HSTP II indicator
Addis Ababa,2008,General government expenditure on health (GGHE) as a share o,7.1,NHA,HSTP II indicator
Addis Ababa,2010,General government expenditure on health (GGHE) as a share o,12.9,NHA,HSTP II indicator
Addis Ababa,2011,General government expenditure on health (GGHE) as a share o,12.9,NHA,HSTP II indicator
Addis Ababa,2013,General government expenditure on health (GGHE) as a share o,13.7,NHA,HSTP II indicator
Addis Ababa,2014,General government expenditure on health (GGHE) as a share o,13.7,NHA,HSTP II indicator
Addis Ababa,2017,General government expenditure on health (GGHE) as a share o,10,NHA,HSTP II indicator
Addis Ababa,1995,Total health expenditure per-capita (USD) ,7.22,NHA,HSTP II indicator
Addis Ababa,1996,Total health expenditure per-capita (USD) ,7.22,NHA,HSTP II indicator
Addis Ababa,1999,Total health expenditure per-capita (USD) ,9.31,NHA,HSTP II indicator
Addis Ababa,2000,Total health expenditure per-capita (USD) ,9.31,NHA,HSTP II indicator
Addis Ababa,2004,Total health expenditure per-capita (USD) ,17.91,NHA,HSTP II indicator
Addis Ababa,2005,Total health expenditure per-capita (USD) ,17.91,NHA,HSTP II indicator
Addis Ababa,2007,Total health expenditure per-capita (USD) ,34.87,NHA,HSTP II indicator
Addis Ababa,2008,Total health expenditure per-capita (USD) ,34.87,NHA,HSTP II indicator
Addis Ababa,2010,Total health expenditure per-capita (USD) ,44.29,NHA,HSTP II indicator
Addis Ababa,2011,Total health expenditure per-capita (USD) ,44.29,NHA,HSTP II indicator
Addis Ababa,2013,Total health expenditure per-capita (USD) ,57.48,NHA,HSTP II indicator
Addis Ababa,2014,Total health expenditure per-capita (USD) ,57.48,NHA,HSTP II indicator
Addis Ababa,2016,Total health expenditure per-capita (USD) ,61.74,NHA,HSTP II indicator
Addis Ababa,2017,Total health expenditure per-capita (USD) ,61.74,NHA,HSTP II indicator
Sidama,1995,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,1996,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,1999,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2000,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2004,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2005,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2007,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2008,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2010,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2011,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2013,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2014,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2016,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,2017,Out of Pocket Expenditure as a share of total health expendi,0,NHA,HSTP II indicator
Sidama,1995,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,1996,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,1999,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2000,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2004,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2005,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2007,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2008,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2010,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2011,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2013,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2014,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,2017,General government expenditure on health (GGHE) as a share o,0,NHA,HSTP II indicator
Sidama,1995,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,1996,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,1999,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2000,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2004,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2005,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2007,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2008,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2010,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2011,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2013,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2014,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2016,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
Sidama,2017,Total health expenditure per-capita (USD) ,0,NHA,HSTP II indicator
National,1995,Out of Pocket Expenditure as a share of total health expendi,52.7,NHA,HSTP II indicator
National,1996,Out of Pocket Expenditure as a share of total health expendi,52.7,NHA,HSTP II indicator
National,1999,Out of Pocket Expenditure as a share of total health expendi,36,NHA,HSTP II indicator
National,2000,Out of Pocket Expenditure as a share of total health expendi,36,NHA,HSTP II indicator
National,2004,Out of Pocket Expenditure as a share of total health expendi,31,NHA,HSTP II indicator
National,2005,Out of Pocket Expenditure as a share of total health expendi,31,NHA,HSTP II indicator
National,2007,Out of Pocket Expenditure as a share of total health expendi,37.1,NHA,HSTP II indicator
National,2008,Out of Pocket Expenditure as a share of total health expendi,37.1,NHA,HSTP II indicator
National,2010,Out of Pocket Expenditure as a share of total health expendi,34,NHA,HSTP II indicator
National,2011,Out of Pocket Expenditure as a share of total health expendi,34,NHA,HSTP II indicator
National,2013,Out of Pocket Expenditure as a share of total health expendi,33,NHA,HSTP II indicator
National,2014,Out of Pocket Expenditure as a share of total health expendi,33,NHA,HSTP II indicator
National,2016,Out of Pocket Expenditure as a share of total health expendi,30.6,NHA,HSTP II indicator
National,2017,Out of Pocket Expenditure as a share of total health expendi,30.6,NHA,HSTP II indicator
National,1995,General government expenditure on health (GGHE) as a share o,5.2,NHA,HSTP II indicator
National,1996,General government expenditure on health (GGHE) as a share o,5.2,NHA,HSTP II indicator
National,1999,General government expenditure on health (GGHE) as a share o,5.6,NHA,HSTP II indicator
National,2000,General government expenditure on health (GGHE) as a share o,5.6,NHA,HSTP II indicator
National,2004,General government expenditure on health (GGHE) as a share o,4.8,NHA,HSTP II indicator
National,2005,General government expenditure on health (GGHE) as a share o,4.8,NHA,HSTP II indicator
National,2007,General government expenditure on health (GGHE) as a share o,4.8,NHA,HSTP II indicator
National,2008,General government expenditure on health (GGHE) as a share o,4.8,NHA,HSTP II indicator
National,2010,General government expenditure on health (GGHE) as a share o,3.5,NHA,HSTP II indicator
National,2011,General government expenditure on health (GGHE) as a share o,3.5,NHA,HSTP II indicator
National,2013,General government expenditure on health (GGHE) as a share o,7.6,NHA,HSTP II indicator
National,2014,General government expenditure on health (GGHE) as a share o,7.6,NHA,HSTP II indicator
National,2017,General government expenditure on health (GGHE) as a share o,8.1,NHA,HSTP II indicator
National,1995,Total health expenditure per-capita (USD) ,4.09,NHA,HSTP II indicator
National,1996,Total health expenditure per-capita (USD) ,4.09,NHA,HSTP II indicator
National,1999,Total health expenditure per-capita (USD) ,5.6,NHA,HSTP II indicator
National,2000,Total health expenditure per-capita (USD) ,5.6,NHA,HSTP II indicator
National,2004,Total health expenditure per-capita (USD) ,7.14,NHA,HSTP II indicator
National,2005,Total health expenditure per-capita (USD) ,7.14,NHA,HSTP II indicator
National,2007,Total health expenditure per-capita (USD) ,16.1,NHA,HSTP II indicator
National,2008,Total health expenditure per-capita (USD) ,16.1,NHA,HSTP II indicator
National,2010,Total health expenditure per-capita (USD) ,20.77,NHA,HSTP II indicator
National,2011,Total health expenditure per-capita (USD) ,20.77,NHA,HSTP II indicator
National,2013,Total health expenditure per-capita (USD) ,28.65,NHA,HSTP II indicator
National,2014,Total health expenditure per-capita (USD) ,28.65,NHA,HSTP II indicator
National,2016,Total health expenditure per-capita (USD) ,33.22,NHA,HSTP II indicator
National,2017,Total health expenditure per-capita (USD) ,33.22,NHA,HSTP II indicator
